Customer_id,Name,Age,Gender,AUM,Previous_AUM,Total_Returns_percentage_in_CAGR,Last_1_year_returns_percentage,Churn,Category,Customer_rating_for_service,Total_Number_of_Complaints_Raised,Number_of_Unresolved_Issues,Net_Promoter_Score,Months_since_last_activity,Chat_Analysis_1,Chat_Analysis_2,Chat_Analysis_3,Chat_Analysis_4,Chat_Analysis_5
1001022,Daniel Foster,48,Male,9871238.33,9895074.33,5.0,11.0,1,HNW,5.0,1,0,8.0,15,Positive,Positive,Positive,Positive,Positive
1001023,Eva Mitchell,61,Female,501234.09,374782.09,20.0,39.0,1,MA,9.0,9,2,6.0,3,Negative,Positive,Positive,Positive,Positive
1001024,Aubrey Sullivan,46,Female,329836.96,343490.96,12.0,-3.0,1,MA,6.0,11,3,7.0,2,Negative,Positive,Positive,Positive,Positive
1001025,Isla Peterson,52,Female,9234567.54,9209845.54,19.0,18.0,0,HNW,9.0,8,2,8.0,2,Negative,Positive,Positive,Positive,Positive
1001027,Lavanya Krishnan,29,Female,765390.56,691399.56,16.0,14.0,1,MA,5.0,2,2,8.0,2,Negative,Positive,Positive,Positive,Positive
1001028,Violet Murphy,37,Female,876543.21,854583.21,16.0,16.0,1,MA,5.0,3,0,7.0,3,Neutral,Positive,Positive,Positive,Positive
1001029,Simran Kaur,70,Female,890987.75,822995.75,11.0,28.0,0,MA,9.0,1,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001030,Gabriel Cooper,34,Male,1789652.44,1660015.44,23.0,22.0,1,HNW,9.0,7,0,6.0,2,Negative,Positive,Positive,Positive,Positive
1001031,Grayson Wallace,48,Male,553426.34,550184.34,11.0,4.0,1,MA,6.0,8,0,8.0,2,Neutral,Positive,Positive,Positive,Positive
1001032,Vladimir Orlov,57,Male,573172.53,512459.53,25.0,24.0,1,MA,9.0,7,1,9.0,3,Negative,Positive,Positive,Positive,Positive
1001033,Naomi Washington,60,Female,323412.24,271411.24,26.0,22.0,1,MA,10.0,7,2,10.0,2,Negative,Positive,Positive,Positive,Positive
1001036,Wilder Hayes,37,Male,345234.11,254592.11,24.0,27.0,1,MA,9.0,6,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001037,Zhao Wei,43,Male,903422.35,869289.35,30.0,24.0,0,MA,10.0,6,0,8.0,2,Negative,Positive,Positive,Positive,Positive
1001038,Aurora Cooper,29,Male,546789.12,527409.12,13.0,21.0,1,MA,5.0,3,2,8.0,3,Negative,Positive,Positive,Positive,Positive
1001039,Andrew Turner,51,Male,762364.75,738121.75,11.0,17.0,0,MA,9.0,1,1,9.0,2,Neutral,Positive,Positive,Positive,Positive
1001041,Vikrant Malik,59,Male,982716.52,972056.52,13.0,24.0,0,MA,5.0,6,2,9.0,3,Neutral,Positive,Positive,Positive,Positive
1001042,Sneha Mehta,38,Female,549876.9,561583.9,12.0,0.0,1,MA,7.0,1,0,8.0,2,Neutral,Positive,Positive,Positive,Positive
1001043,Gideon Davis,50,Male,4321098.76,4196151.76,15.0,18.0,1,HNW,9.0,2,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001044,Aria Turner,42,Female,29873642.36,29787525.36,14.0,14.0,0,UHNW,3.0,3,1,8.0,2,Positive,Positive,Positive,Positive,Positive
1001045,Julian Lawson,62,Male,6780981.08,6681191.08,15.0,12.0,1,HNW,9.0,5,1,7.0,2,Negative,Positive,Positive,Positive,Positive
1001046,Giselle Parker,39,Female,765489.95,753140.95,21.0,29.0,1,MA,9.0,7,1,10.0,3,Negative,Positive,Positive,Positive,Positive
1001047,Orion Wallace,45,Male,8987432.92,8951913.92,13.0,17.0,1,HNW,9.0,10,1,8.0,3,Positive,Positive,Positive,Positive,Positive
1001048,Esme Carter,65,Male,12093476.25,11960551.25,18.0,17.5,0,UHNW,10.0,1,0,8.0,2,Positive,Positive,Positive,Positive,Positive
1001050,Bodhi Parker,57,Male,50987654.51,50837844.51,14.0,16.0,1,UHNW,9.0,3,2,8.0,2,Negative,Positive,Positive,Positive,Positive
1001051,Hong Yang,43,Male,453625.91,363681.91,29.0,10.0,0,MA,5.0,7,0,10.0,3,Neutral,Positive,Positive,Positive,Positive
1001052,Adam Bennett,37,Male,983451.67,993314.67,7.0,7.0,1,MA,6.0,4,0,8.0,14,Negative,Positive,Positive,Positive,Positive
1001053,Kabir Desai,52,Male,8342342.77,8270838.77,13.0,18.0,1,HNW,5.0,10,0,8.0,3,Negative,Positive,Positive,Positive,Positive
1001055,Cameron Price,56,Female,434343.5,398570.5,11.0,27.0,0,MA,9.0,7,0,10.0,3,Negative,Positive,Positive,Positive,Positive
1001056,Adeline Turner,35,Female,201982.02,216403.02,7.0,-1.0,1,MA,6.0,4,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001057,Josiah Hayes,61,Male,5678901.07,5670995.07,12.0,12.0,1,HNW,6.0,0,0,4.0,2,Positive,Positive,Positive,Positive,Positive
1001058,Samuel Davis,57,Male,610230.79,553929.79,29.0,10.0,1,MA,4.0,6,1,6.0,3,Neutral,Positive,Positive,Positive,Positive
1001059,Priya Shah,40,Female,601838.38,592296.38,7.0,10.0,1,MA,6.0,12,3,5.0,3,Positive,Positive,Positive,Positive,Positive
1001060,Evelyn Parker,48,Female,889769.9,849435.9,17.0,9.0,0,MA,5.0,4,2,9.0,2,Negative,Positive,Positive,Positive,Positive
1001061,Leo Foster,29,Male,1898674.54,1829009.54,10.0,28.0,1,HNW,9.0,9,2,7.0,3,Neutral,Positive,Positive,Positive,Positive
1001062,Eliza Carter,51,Female,823434.49,762504.49,5.0,14.0,0,MA,3.0,4,0,10.0,2,Neutral,Positive,Positive,Positive,Positive
1001063,Harrison Simmons,54,Male,5102304.8,5029178.8,11.0,13.0,0,HNW,5.0,3,0,9.0,2,Positive,Positive,Positive,Positive,Positive
1001064,Kai Lawson,43,Male,7119982.39,7056501.39,13.0,19.0,1,HNW,5.0,10,0,8.0,2,Neutral,Positive,Positive,Positive,Positive
1001065,Mira Lawson,34,Female,430123.46,316594.46,19.0,23.0,1,MA,10.0,7,1,6.0,2,Positive,Positive,Positive,Positive,Positive
1001067,Lyla Simmons,58,Female,7778889.81,7640756.81,15.0,20.0,1,HNW,5.0,1,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001069,Isabella Kim,25,Female,348576.09,342287.09,12.0,6.0,1,MA,6.0,8,0,3.0,3,Neutral,Positive,Positive,Positive,Positive
1001071,Knox Reynolds,53,Male,321432.47,310599.47,5.0,13.0,1,MA,9.0,9,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001072,Adeline Hayes,58,Female,565433.82,464584.82,10.0,21.0,1,MA,5.0,5,1,6.0,2,Negative,Positive,Positive,Positive,Positive
1001073,Karan Sharma,37,Male,3567234.66,3419825.66,12.0,7.0,0,HNW,4.0,2,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001074,Nolan Parker,52,Male,712543.46,658899.46,15.0,10.0,0,MA,3.0,8,1,9.0,2,Positive,Positive,Positive,Positive,Positive
1001075,Jasper Sullivan,34,Male,602354.44,537436.44,30.0,4.0,1,MA,4.0,5,1,6.0,3,Positive,Positive,Positive,Positive,Positive
1001076,Eloise Davis,48,Male,9837748.4,9699717.4,14.0,19.0,1,HNW,10.0,6,2,6.0,2,Positive,Positive,Positive,Positive,Positive
1001077,Bella Davis,53,Female,912323.83,905938.83,9.0,6.0,1,MA,6.0,0,0,7.0,2,Positive,Positive,Positive,Positive,Positive
1001078,Levi Carter,56,Male,6012398.45,5941898.45,12.0,15.0,0,HNW,9.0,7,1,8.0,3,Positive,Positive,Positive,Positive,Positive
1001079,Dominic Reynolds,62,Male,412323.06,410059.06,8.0,4.0,1,MA,6.0,9,1,8.0,2,Neutral,Positive,Positive,Positive,Positive
1001080,Christian Brooks,59,Male,70987654.84,70915967.84,15.0,18.0,1,UHNW,10.0,4,2,7.0,3,Positive,Positive,Positive,Positive,Positive
1001081,Hazel Sullivan,72,Female,23434567.87,23358642.87,17.0,14.0,0,UHNW,5.0,1,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001082,Xiao Zhao,43,Male,301234.88,156632.88,50.0,49.0,0,MA,5.0,8,1,9.0,3,Positive,Positive,Positive,Positive,Positive
1001086,Finn Cooper,29,Male,453627.33,391937.33,18.0,5.0,1,MA,4.0,5,2,10.0,3,Negative,Positive,Positive,Positive,Positive
1001087,Elijah Brooks,50,Male,484343.5,374101.5,11.0,28.0,1,MA,9.0,6,2,9.0,2,Positive,Negative,Positive,Positive,Positive
1001088,Yun Wu,41,Male,798734.87,791336.87,10.0,11.0,1,MA,6.0,0,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001089,Mila Murphy,39,Female,17274568.76,17199909.76,17.0,19.0,0,UHNW,9.0,10,0,9.0,2,Positive,Positive,Positive,Positive,Positive
1001090,Aarav Joshi,52,Male,620230.79,603813.79,20.0,11.0,1,MA,5.0,3,2,6.0,2,Positive,Positive,Positive,Positive,Positive
1001091,Elias Reynolds,62,Male,609876.27,605383.27,11.0,7.0,1,MA,5.0,10,2,6.0,3,Neutral,Positive,Positive,Positive,Positive
1001092,Thissa Mitchell,48,Male,900023.42,763379.42,4.0,7.0,1,MA,4.0,8,1,10.0,2,Positive,Positive,Positive,Positive,Positive
1001093,Sloane Peterson,30,Male,806543.24,806145.24,8.0,10.0,1,MA,6.0,12,1,5.0,2,Positive,Positive,Positive,Positive,Positive
1001094,Owen Chen,55,Male,893434.43,823057.43,13.0,23.0,1,MA,10.0,2,2,6.0,3,Positive,Positive,Positive,Positive,Positive
1001095,Mia Peterson,67,Female,845210.05,840361.05,11.0,5.0,1,MA,2.0,5,1,6.0,3,Positive,Positive,Positive,Positive,Positive
1001096,Lillian Carter,58,Female,7001234.85,6881781.85,16.0,15.0,0,HNW,10.0,9,1,9.0,3,Positive,Positive,Positive,Positive,Positive
1001097,Ruby Reynolds,61,Female,7502301.28,7524970.28,5.0,6.0,1,HNW,8.0,0,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001098,Jack Bennett,58,Male,80099887.42,80010696.42,16.0,17.0,0,UHNW,10.0,4,2,9.0,3,Positive,Positive,Positive,Positive,Positive
1001099,Avery Brooks,35,Female,2278947.04,2225180.04,14.0,18.0,0,HNW,5.0,9,1,8.0,2,Positive,Positive,Positive,Positive,Positive
1001100,Xia Liu,46,Male,2345678.86,2217918.86,14.0,17.0,0,HNW,9.0,5,0,9.0,3,Positive,Positive,Positive,Positive,Positive
1001101,Eleanor Hayes,61,Male,29988770.04,29953498.04,19.0,20.0,1,UHNW,10.0,6,1,7.0,2,Negative,Positive,Positive,Positive,Positive
1001103,Liam Johnson,25,Male,2534322.88,2529856.88,5.0,10.0,1,HNW,7.0,11,1,4.0,2,Positive,Positive,Positive,Positive,Positive
1001105,Ryan Lawson,56,Male,5566778.86,5585025.86,9.0,6.0,1,HNW,6.0,10,2,8.0,3,Positive,Negative,Positive,Positive,Positive
1001106,Maya Morgan,56,Female,312345.41,238313.41,38.0,50.0,0,MA,10.0,8,0,8.0,2,Positive,Positive,Positive,Positive,Positive
1001107,Zara Foster,62,Female,4987765.29,4978592.29,6.0,12.0,1,HNW,5.0,10,2,6.0,3,Positive,Positive,Positive,Positive,Positive
1001108,Addison Bennett,61,Male,322322.03,273944.03,12.0,13.0,0,MA,5.0,10,1,9.0,2,Positive,Positive,Positive,Positive,Positive
1001109,Aika Taro,31,Female,524190.76,449632.76,30.0,23.0,0,MA,9.0,7,1,7.0,3,Positive,Positive,Positive,Positive,Positive
1001111,Gavin Parker,50,Male,512345.87,370005.87,23.0,40.0,0,MA,10.0,2,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001113,Victoria Reynolds,55,Female,787123.4,665038.4,16.0,4.0,1,MA,3.0,2,0,10.0,3,Positive,Positive,Positive,Positive,Positive
1001114,Aditya Das,31,Male,25347283.23,25365042.23,5.0,9.0,1,UHNW,2.0,10,2,6.0,3,Positive,Positive,Positive,Positive,Positive
1001115,Roman Peterson,51,Male,987654.88,879802.88,10.0,26.0,0,MA,9.0,4,0,10.0,3,Positive,Positive,Positive,Positive,Positive
1001116,Oshin Watanabe,59,Male,8877665.39,8735177.39,18.0,17.0,0,HNW,9.0,6,2,7.0,3,Positive,Positive,Positive,Positive,Positive
1001117,Alexander Cooper,48,Male,8778778.85,8710585.85,12.0,14.0,0,HNW,5.0,5,2,10.0,3,Positive,Positive,Positive,Positive,Positive
1001118,Willow Wallace,33,Male,987354.09,940506.09,4.0,30.0,1,MA,10.0,10,0,9.0,2,Neutral,Positive,Positive,Positive,Positive
1001119,Mabel Turner,56,Female,98123344.89,98123244.89,11.0,7.0,1,UHNW,1.0,7,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001120,Gavin Cooper,52,Male,4433559.38,4288125.38,7.0,29.0,1,HNW,9.0,7,1,9.0,15,Neutral,Positive,Positive,Positive,Positive
1001121,Lorelei Hayes,33,Female,30087459.81,29961473.81,15.0,18.0,0,UHNW,5.0,2,1,8.0,2,Positive,Positive,Positive,Positive,Positive
1001122,Emily Mitchell,34,Female,3789073.03,3749055.03,20.0,16.0,1,HNW,10.0,9,1,6.0,2,Positive,Positive,Positive,Positive,Positive
1001123,Lily Parker,62,Female,768765.02,643289.02,18.0,24.0,0,MA,9.0,2,1,7.0,3,Positive,Positive,Positive,Positive,Positive
1001124,Zoe Carter,35,Female,35347283.23,35336549.23,11.0,7.0,1,UHNW,6.0,2,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001125,Wyatt Foster,46,Male,222333.44,134538.44,57.0,67.0,1,MA,6.0,12,2,8.0,15,Positive,Positive,Positive,Positive,Positive
1001126,Aikiko Asakava,36,Female,233098.11,125355.11,51.0,62.0,0,MA,10.0,10,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001127,Zara Brooks,55,Female,250250.9,248325.9,11.0,7.0,1,MA,9.0,4,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001128,Ravi Shah,56,Male,409988.37,326713.37,13.0,20.0,0,MA,5.0,3,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001129,Eva Davis,37,Female,6765230.12,6725467.12,12.0,16.0,1,HNW,9.0,3,2,6.0,3,Positive,Positive,Positive,Positive,Positive
1001130,Ruby Parker,62,Female,987234.31,963249.31,29.0,8.0,0,MA,5.0,4,1,9.0,2,Positive,Positive,Positive,Positive,Positive
1001131,Elijah Chen,29,Male,321987.37,269934.37,8.0,19.0,0,MA,5.0,4,2,10.0,3,Positive,Positive,Positive,Positive,Positive
1001132,Sophia Reynolds,38,Female,409872.14,321420.14,6.0,6.0,0,MA,5.0,8,2,9.0,2,Positive,Positive,Positive,Positive,Positive
1001133,Christopher Bennett,57,Male,613579.91,612636.91,6.0,4.0,1,MA,1.0,9,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001134,Elizabeth Hayes,39,Female,9001234.15,8880738.15,20.0,18.0,0,HNW,5.0,3,2,10.0,2,Positive,Positive,Positive,Positive,Positive
1001135,Joshua Mitchell,47,Male,445534.84,331764.84,37.0,19.0,0,MA,10.0,2,0,8.0,2,Positive,Positive,Positive,Positive,Positive
1001136,Noah Lee,24,Male,438098.78,374836.78,29.0,8.0,0,MA,4.0,4,0,7.0,2,Positive,Positive,Positive,Positive,Positive
1001137,Zane Price,54,Male,822445.36,812240.36,27.0,8.0,0,MA,3.0,7,1,9.0,3,Positive,Positive,Positive,Positive,Positive
1001138,Ayesha Jayasinghe,40,Female,612342.45,579629.45,19.0,8.0,0,MA,3.0,9,1,10.0,2,Neutral,Positive,Positive,Positive,Positive
1001139,Silas Sullivan,69,Male,8009877.01,7912064.01,17.0,11.0,1,HNW,5.0,9,2,6.0,3,Neutral,Positive,Positive,Positive,Positive
1001140,Li Wei,61,Male,32435465.32,32442795.32,5.0,6.0,1,UHNW,5.0,10,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001142,Christopher Simmons,57,Male,9123456.92,9103536.92,11.0,12.0,1,HNW,6.0,11,3,5.0,2,Neutral,Positive,Positive,Positive,Positive
1001143,Rajat Das,44,Male,892645.83,785304.83,13.0,13.0,1,MA,5.0,5,2,10.0,3,Neutral,Positive,Positive,Positive,Positive
1001144,Micah Mitchell,54,Male,19900887.35,19918504.35,6.0,8.0,1,UHNW,2.0,7,0,4.0,3,Positive,Positive,Positive,Positive,Positive
1001145,Aiden Patel,30,Male,77747283.23,77613349.23,13.0,15.0,0,UHNW,10.0,9,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001146,Owen Reynolds,60,Male,3459875.0,3346296.0,15.0,22.0,0,HNW,5.0,5,0,10.0,3,Positive,Positive,Positive,Positive,Positive
1001147,Elle Morgan,54,Female,3335556.93,3298735.93,15.0,16.0,0,HNW,5.0,9,1,10.0,3,Positive,Positive,Positive,Positive,Positive
1001148,Allison Mitchell,41,Female,3322112.46,3215234.46,30.0,23.0,1,HNW,10.0,3,2,7.0,2,Neutral,Positive,Positive,Positive,Positive
1001149,Emmett Lawson,42,Male,53232343.82,53110631.82,14.0,18.0,0,UHNW,10.0,10,1,9.0,3,Positive,Positive,Positive,Positive,Positive
1001150,Rhys Davis,63,Male,298098.33,289073.33,5.0,10.0,1,MA,4.0,3,0,7.0,2,Positive,Positive,Positive,Positive,Positive
1001151,Theo Price,56,Male,310293.34,186236.34000000003,42.0,62.0,1,MA,6.0,1,0,9.0,3,Positive,Positive,Positive,Positive,Positive
1001152,Sadie Hayes,42,Female,7111112.47,7053447.47,19.0,19.0,1,HNW,9.0,1,1,6.0,3,Positive,Positive,Positive,Positive,Positive
1001153,Joseph Carter,35,Male,6382973.16,6389398.16,7.0,12.0,1,HNW,6.0,6,0,7.0,2,Positive,Positive,Positive,Positive,Positive
1001154,Zoe Patel,40,Female,390998.81,377910.81,29.0,8.0,0,MA,3.0,7,0,9.0,2,Positive,Positive,Positive,Positive,Positive
1001155,Vikram Mehta,51,Male,598745.94,554168.94,5.0,30.0,0,MA,9.0,7,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001156,Ananya Kaur,43,Female,500123.48,462704.48,4.14,4.0,1,MA,1.0,5,1,10.0,3,Positive,Positive,Positive,Positive,Positive
1001157,Crew Morgan,62,Male,412345.99,400768.99,25.0,21.0,0,MA,10.0,1,0,9.0,3,Positive,Positive,Positive,Positive,Positive
1001158,Rohan Patel,46,Male,723234.8,639077.8,30.0,30.0,0,MA,10.0,5,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001159,Scarlett Morgan,44,Female,921121.49,900569.49,30.0,25.0,0,MA,10.0,10,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001160,Remy Murphy,63,Male,620934.34,518044.34,14.0,17.0,0,MA,9.0,7,2,8.0,2,Positive,Positive,Positive,Positive,Positive
1001162,Ronan Foster,31,Male,675333.27,578154.27,18.0,14.0,0,MA,9.0,8,0,8.0,3,Positive,Positive,Positive,Positive,Positive
1001163,Ezekiel Brooks,55,Male,710293.33,690774.33,27.0,7.0,0,MA,4.0,6,0,9.0,3,Positive,Positive,Positive,Positive,Positive
1001164,Lily Simmons,54,Female,987654.95,980290.95,9.0,8.0,1,MA,8.0,1,0,6.0,3,Neutral,Positive,Positive,Positive,Positive
1001165,Asher Parker,63,Male,867329.98,786968.98,26.0,26.0,0,MA,9.0,7,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001166,Rohan Amarathunga,46,Male,66113243.5,66054059.5,15.0,14.0,0,UHNW,9.0,2,1,9.0,3,Neutral,Positive,Positive,Positive,Positive
1001167,Isabella Hayes,45,Female,6112348.78,6041643.78,10.0,11.0,1,HNW,6.0,9,3,10.0,15,Neutral,Positive,Positive,Positive,Positive
1001170,Dorian Brooks,46,Female,224455.51,215711.51,5.0,6.0,1,MA,5.0,4,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001171,Iris Wallace,47,Female,452398.77,384149.77,29.0,14.0,0,MA,5.0,6,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001172,Connor Peterson,36,Male,809234.18,712250.18,7.0,12.0,0,MA,9.0,9,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001173,Stella Morgan,48,Female,609822.52,571282.52,8.0,18.0,0,MA,9.0,5,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001175,Rohan Banerjee,43,Male,880011.76,740933.76,14.0,18.0,0,MA,10.0,2,2,8.0,3,Positive,Positive,Positive,Positive,Positive
1001177,Theodore Lawson,70,Male,8909876.34,8879534.34,20.0,14.0,0,HNW,6.0,0,0,10.0,3,Positive,Positive,Positive,Positive,Positive
1001178,Klava Kovaleva,54,Female,20091873.96,19992524.96,12.78,6.0,1,UHNW,3.0,7,1,10.0,3,Positive,Positive,Positive,Positive,Positive
1001180,Atticus Simmons,50,Male,2345678.31,2222898.31,26.0,14.0,0,HNW,5.0,1,1,7.0,2,Positive,Positive,Positive,Positive,Positive
1001181,Clara Morgan,63,Female,300001.96,270254.96,14.0,8.0,0,MA,5.0,8,0,9.0,3,Positive,Positive,Positive,Positive,Positive
1001182,Sylvie Morgan,50,Female,201928.97,106606.97,46.0,58.0,1,MA,10.0,6,2,6.0,2,Positive,Positive,Positive,Positive,Positive
1001183,Zhang Mei,63,Male,598201.37,572336.37,8.0,13.0,0,MA,3.0,4,2,8.0,3,Positive,Positive,Positive,Positive,Positive
1001184,Huang Li,69,Male,790344.96,755513.96,9.0,13.0,0,MA,5.0,2,2,8.0,2,Positive,Positive,Positive,Positive,Positive
1001185,Alexa Turner,51,Female,456789.3,346858.3,39.0,36.0,0,MA,9.0,10,0,10.0,2,Positive,Positive,Positive,Positive,Positive
1001186,Nora Cooper,52,Female,678567.98,678000.98,11.0,11.0,1,MA,6.0,8,1,7.0,3,Positive,Positive,Positive,Positive,Positive
1001187,William Jackson,27,Male,376543.93,292328.93,9.0,9.0,1,MA,4.0,8,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001188,Sofia Lawson,64,Female,901232.38,775504.38,30.0,24.0,0,MA,9.0,10,2,10.0,3,Positive,Positive,Positive,Positive,Positive
1001189,Colton Mitchell,53,Male,801203.29,773411.29,29.0,13.0,0,MA,6.0,0,0,8.0,2,Positive,Positive,Positive,Positive,Positive
1001190,Neha Kapoor,53,Female,2243546.99,2218542.99,20.0,20.0,1,HNW,10.0,5,0,8.0,2,Neutral,Positive,Positive,Positive,Positive
1001191,Fiona Price,54,Female,32154376.28,32031657.28,19.0,16.0,0,UHNW,9.0,7,1,9.0,3,Positive,Positive,Positive,Positive,Positive
1001192,Naomi Reynolds,55,Female,1209348.0,1134830.0,10.0,18.0,0,HNW,9.0,1,0,10.0,3,Positive,Positive,Positive,Positive,Positive
1001193,Nora Carter,53,Female,333300.27,196441.27,64.0,51.0,0,MA,9.0,3,2,9.0,2,Positive,Positive,Positive,Positive,Positive
1001194,Evelyn Washington,65,Female,1203405.95,1181654.95,19.0,14.0,0,HNW,5.0,2,2,7.0,3,Positive,Positive,Positive,Positive,Positive
1001195,Hudson Mitchell,41,Male,70980700.75,70935934.75,20.0,15.0,1,UHNW,9.0,4,2,9.0,3,Neutral,Positive,Positive,Positive,Positive
1001196,Ishita Verma,64,Female,55511122.39,55361219.39,20.0,15.0,1,UHNW,10.0,5,0,6.0,2,Positive,Positive,Positive,Positive,Positive
1001197,Vsevolod Makarov,58,Male,500998.01,429200.01,25.0,4.0,1,MA,6.0,0,0,6.0,3,Positive,Positive,Positive,Positive,Positive
1001198,Athena Sullivan,56,Female,789012.26,779754.26,12.0,11.0,1,MA,7.0,5,3,6.0,3,Positive,Positive,Positive,Positive,Positive
1001199,Avery Lawson,57,Female,901234.02,881315.02,27.0,24.0,0,MA,10.0,2,2,8.0,3,Positive,Positive,Positive,Positive,Positive
1001200,Olivia Washington,22,Female,200209.23,206440.23,9.0,10.0,1,MA,5.0,9,2,8.0,3,Positive,Positive,Positive,Positive,Positive
1001201,Dmitri Volkov,64,Male,1982345.94,1858920.94,10.0,27.0,0,HNW,6.0,0,0,8.0,2,Positive,Positive,Positive,Positive,Positive
1001206,Ishaan Liyanage,57,Male,9998877.24,9920086.24,17.0,15.0,0,HNW,10.0,4,0,7.0,3,Positive,Positive,Positive,Positive,Positive
1001208,Isla Reynolds,59,Female,200913.04,223631.04,10.0,0.0,1,MA,6.0,4,2,7.0,2,Positive,Positive,Positive,Positive,Positive
1001209,Ravi Perera,42,Male,5909808.54,5824927.54,11.0,7.0,1,HNW,1.0,6,2,9.0,15,Positive,Positive,Positive,Positive,Positive
1001210,Knox Bennett,66,Male,690982.41,644642.41,26.0,21.0,0,MA,9.0,5,1,10.0,3,Positive,Positive,Positive,Positive,Positive
1001211,Malachi Murphy,51,Male,499810.23,524035.23,-2.0,9.0,1,MA,4.0,11,3,3.0,3,Positive,Positive,Positive,Positive,Positive
1001212,Liam Mitchell,39,Male,8790343.04,8647887.04,12.0,20.0,0,HNW,9.0,5,2,7.0,3,Positive,Positive,Positive,Positive,Positive
